"mix"	"name"	"abbreviation"	"HMDB.code"	"formula"	"POS"	"NEG"	"RT"	"data_set"	"sample"	"operator"	"version"	"quality_POS"	"quality_NEG"	"mzneut"	"mz_ion"	"RT_obs"	"is_ok"	"peak_note"
2	"Valine"	"valine"	"HMDB0000883"	"C5H11NO2"	"[M+H]+"	"[M-H]-"	166	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	117.078978647	116.071702647	NA	FALSE	NA
3	"Alanine"	"alanine"	"HMDB0000161"	"C3H7NO2"	"[M+H]+"	"[M-H+HCOONa]-"	170	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	89.047678507	156.027842507	NA	FALSE	NA
3	"Citrulline"	"citrulline"	"HMDB0000904"	"C6H13N3O3"	"[M+H]+"	"[M-H]-"	182	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	175.095691351	174.088415351	NA	FALSE	NA
3	"Glucose"	"glucose"	"HMDB0000122"	"C6H12O6"	"[M+Na]+"	"[M+CHO2]-"	167	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	180.0633882	225.0615882	NA	FALSE	NA
3	"Glutathione Oxidized"	"glutathione_oxidized"	"HMDB0003337"	"C20H32N6O12S2"	"[M+H]+"	"[M-H]-"	212	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	612.151962092	611.144686092	NA	FALSE	NA
3	"Glycolic acid"	"glycolic"	"HMDB0000115"	"C2H4O3"	NA	"[M-H]-"	49	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	76.01604403	75.00876803	NA	FALSE	NA
3	"Isoleucine"	"isoleucine"	"HMDB0000172"	"C6H13NO2"	"[M+H]+"	"[M-H]-"	155	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	131.094628717	130.087352717	NA	FALSE	NA
3	"Malonic acid"	"malonic"	"HMDB0000691"	"C3H4O4"	NA	"[M-H]-"	63	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	104.01095866	103.00368266	NA	FALSE	NA
3	"5-Oxoproline"	"oxoproline"	"HMDB0000267"	"C5H7NO3"	"[M+H]+"	"[M-H]-"	71	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"1_good"	129.042593137	128.035317137	NA	FALSE	NA
3	"Palmitoylcarnitine"	"palmitoylcarnitine"	"HMDB0000222"	"C23H45NO4"	"[M+H]+"	"[M+CHO2]-"	34	"2020_01_matrix_effect"	"water"	"Mar Garcia-Aloy"	2	"2_medium"	"3_bad"	399.334859097	444.333059097	NA	FALSE	NA
4	"Acetylalanine"	"acetylalanine_NL"	"HMDB0000766"	"C5H9NO3"	"[M+H]+"	"[M-H]-"	37	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"2_medium"	131.058243207	130.050967207	NA	FALSE	NA
4	"Allantoin"	"allantoin"	"HMDB0000462"	"C4H6N4O3"	"[M+H]+"	"[M-H]-"	139	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	158.043990108	157.036714108	NA	FALSE	NA
4	"AMP"	"AMP"	"HMDB0000045"	"C10H14N5O7P"	"[M+H]+"	"[2M-H]-"	212	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"1_good"	347.06308491	693.11889382	NA	FALSE	NA
4	"Glutamine"	"glutamine"	"HMDB0000641"	"C5H10N2O3"	"[M+H]+"	"[M-H]-"	178	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	146.069142244	145.061866244	NA	FALSE	NA
4	"GMP"	"GMP"	"HMDB0001397"	"C10H14N5O8P"	"[M+H]+"	"[M-H]-"	229	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	363.05799954	362.05072354	NA	FALSE	NA
4	"Leucine"	"leucine"	"HMDB0000687"	"C6H13NO2"	"[M+H]+"	"[M-H]-"	152	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	131.094628717	130.087352717	NA	FALSE	NA
4	"Riboflavin"	"riboflavin"	"HMDB0000244"	"C17H20N4O6"	"[M+H]+"	"[M-H]-"	145	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	376.138284488	375.131008488	NA	FALSE	NA
4	"Ribose"	"ribose"	"HMDB0000283"	"C5H10O5"	NA	"[M-H]-"	100	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	150.0528235	149.0455475	NA	FALSE	NA
4	"Sedoheptulose-7-phosphate"	"sedoheptulose_phosphate"	"HMDB0001068"	"C7H15O10P"	"[M+H-H2O]+"	"[2M-H]-"	235	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	290.040283825	579.07329165	NA	FALSE	NA
5	"CoA"	"CoA"	"HMDB0001423"	"C21H36N7O16P3S"	NA	"[M-H]-"	203	"2020_01_matrix_effect"	"water"	"Mar Garcia-Aloy"	2	"3_bad"	"3_bad"	767.115210054	766.107934054	NA	FALSE	NA
5	"Corticosterone"	"corticosterone"	"HMDB0001547"	"C21H30O4"	"[M+H]+"	"[M+CHO2]-"	35	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"3_bad"	346.21440957	391.21260957	NA	FALSE	NA
5	"1,3-Dimethyluric acid"	"dimethyluric_1_3"	"HMDB0001857"	"C7H8N4O3"	"[M+H]+"	"[M-H]-"	100	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	196.059640178	195.052364178	NA	FALSE	NA
5	"2-Ketobutyric acid"	"ketobutyric_2"	"HMDB0000005"	"C4H6O3"	NA	"[M-H]-"	39	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	102.0316941	101.0244181	NA	FALSE	NA
5	"Mannose"	"mannose"	"HMDB0000169"	"C6H12O6"	"[M+Na]+"	"[M+CHO2]-"	163	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	180.0633882	225.0615882	NA	FALSE	NA
5	"5-MTA"	"MTA"	"HMDB0001173"	"C11H15N5O3S"	"[M+H]+"	"[M+CHO2]-"	80	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	297.089560125	342.087760125	NA	FALSE	NA
5	"PABA"	"PABA"	"HMDB0001392"	"C7H7NO2"	"[M+H]+"	"[M-H]-"	36	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"2_medium"	137.047678507	136.040402507	NA	FALSE	NA
5	"Threonine"	"threonine"	"HMDB0000167"	"C4H9NO3"	"[M+H]+"	"[M-H]-"	173	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	119.058243207	118.050967207	NA	FALSE	NA
6	"Acetylglycine"	"acetylglycine"	"HMDB0000532"	"C4H7NO3"	"[M+H]+"	"[M-H]-"	54	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	117.042593137	116.035317137	NA	FALSE	NA
6	"Arginine"	"arginine"	"HMDB0000517"	"C6H14N4O2"	"[M+H]+"	"[M-H]-"	187	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"1_good"	174.111675758	173.104399758	NA	FALSE	NA
6	"Asparagine"	"asparagine"	"HMDB0000168"	"C4H8N2O3"	"[M+H]+"	"[M-H]-"	183	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	132.053492174	131.046216174	NA	FALSE	NA
6	"CMP"	"CMP"	"HMDB0000095"	"C9H14N3O8P"	"[M+H]+"	"[M-H]-"	211	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"0_perfect"	323.051851536	322.044575536	NA	FALSE	NA
6	"Cystine"	"cystine"	"HMDB0000192"	"C6H12N2O4S2"	"[M+H]+"	"[M-H]-"	211	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"0_perfect"	240.023848344	239.016572344	NA	FALSE	NA
6	"3-Hydroxybutyric Acid"	"hydroxybutyric_3"	"HMDB0000357"	"C4H8O3"	"[M+Na]+"	"[M-H]-"	37	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"0_perfect"	104.04734417	103.04006817	NA	FALSE	NA
6	"Methioninesulfoxide"	"methionine_sulfoxide"	"HMDB0002005"	"C5H11NO3S"	"[M+H]+"	"[M-H]-"	182	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	165.045963977	164.038687977	NA	FALSE	NA
6	"Paracetamol"	"paracetamol"	"HMDB0001859"	"C8H9NO2"	"[M+H]+"	"[M-H]-"	36	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	151.063328577	150.056052577	NA	FALSE	NA
6	"Sphingosine-1-phosphate"	"sphingosine_phosphate"	"HMDB0000277"	"C18H38NO5P"	"[M+H]+"	"[M-H]-"	145	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	379.248760482	378.241484482	NA	FALSE	NA
6	"Sucrose"	"sucrose"	"HMDB0000258"	"C12H22O11"	"[M+Na]+"	"[M+CHO2]-"	187	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"0_perfect"	342.1162117	387.1144117	NA	FALSE	NA
6	"Tryptophan"	"tryptophan"	"HMDB0000929"	"C11H12N2O2"	"[M+H]+"	"[M-H]-"	155	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	204.089877684	203.082601684	NA	FALSE	NA
7	"dAMP"	"AMP_d"	"HMDB0000905"	"C10H14N5O6P"	"[M+H]+"	"[M-H]-"	208	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	331.06817028	330.06089428	NA	FALSE	NA
7	"CDP-choline"	"CDP_choline"	"HMDB0001413"	"C14H26N4O11P2"	"[M+H]+"	"[M+CHO2]-"	217	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	488.107331848	533.105531848	NA	FALSE	NA
7	"Glutaric acid"	"glutaric"	"HMDB0000661"	"C5H8O4"	NA	"[M-H]-"	38	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"1_good"	132.0422588	131.0349828	NA	FALSE	NA
7	"Glycero-phosphocholine"	"glycero_phosphocholine"	"HMDB0000086"	"C8H20NO6P"	"[M+H]+"	"[M+Cl]-"	189	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	257.102824482	292.072224482	NA	FALSE	NA
7	"Methionine"	"methionine"	"HMDB0000696"	"C5H11NO2S"	"[M+H]+"	"[M-H]-"	163	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	149.051049347	148.043773347	NA	FALSE	NA
7	"3-Methylhistidine"	"methylhistidine_3"	"HMDB0000479"	"C7H11N3O2"	"[M+H]+"	"[M-H]-"	186	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	169.085126651	168.077850651	NA	FALSE	NA
7	"1-Methyluric acid"	"methyluric"	"HMDB0003099"	"C6H6N4O3"	"[M+H]+"	"[M-H]-"	145	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"1_good"	182.043990108	181.036714108	NA	FALSE	NA
7	"Phenylpyruvic acid"	"phenylpyruvic"	"HMDB0000205"	"C9H8O3"	"[M+H-H2O]+"	"[M-H]-"	35	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"1_good"	164.04734417	163.04006817	NA	FALSE	NA
7	"Serine"	"serine"	"HMDB0000187"	"C3H7NO3"	"[M+H]+"	"[M-H]-"	181	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	105.042593137	104.035317137	NA	FALSE	NA
7	"Sphingosine"	"sphingosine"	"HMDB0000252"	"C18H37NO2"	"[M+H]+"	"[M+CHO2]-"	37	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"3_bad"	299.282429557	344.280629557	NA	FALSE	NA
7	"Taurine"	"taurine"	"HMDB0000251"	"C2H7NO3S"	"[M+H]+"	"[M-H]-"	172	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	125.014663837	124.007387837	NA	FALSE	NA
7	"Threonic Acid"	"threonic"	"HMDB0000943"	"C4H8O5"	"[M+Na]+"	"[M-H]-"	130	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	136.03717343	135.02989743	NA	FALSE	NA
8	"Aspirin"	"aspirin"	"HMDB0001879"	"C9H8O4"	NA	"[M-H]-"	33	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	180.0422588	179.0349828	NA	FALSE	NA
8	"Cystathionine"	"cystathionine"	"HMDB0000099"	"C7H14N2O4S"	"[M+H]+"	"[M-H]-"	207	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	222.067427714	221.060151714	NA	FALSE	NA
8	"dGDP"	"GDP_d"	"HMDB0000960"	"C10H15N5O10P2"	"[M+H]+"	"[M-H]-"	260	"2020_01_matrix_effect"	"water"	"Mar Garcia-Aloy"	2	"3_bad"	"3_bad"	427.029415835	426.022139835	NA	FALSE	NA
8	"Glyceric Acid"	"glyceric"	"HMDB0000139"	"C3H6O4"	NA	"[M-H]-"	75	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"1_good"	106.02660873	105.01933273	NA	FALSE	NA
8	"Inosine"	"inosine"	"HMDB0000195"	"C10H12N4O5"	"[M+Na]+"	"[M-H]-"	146	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	268.080769578	267.073493578	NA	FALSE	NA
8	"Mevalonic Acid"	"mevalonic"	"HMDB0000227"	"C6H12O4"	"[M+H-H2O]+"	"[M-H]-"	48	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	148.07355894	147.06628294	NA	FALSE	NA
8	"Ornithine"	"ornithine"	"HMDB0000214"	"C5H12N2O2"	"[M+H]+"	"[M-H]-"	190	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	132.089877684	131.082601684	NA	FALSE	NA
8	"Succinic Acid"	"succinic"	"HMDB0000254"	"C4H6O4"	NA	"[M-H]-"	37	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	118.02660873	117.01933273	NA	FALSE	NA
8	"Tyrosine"	"tyrosine"	"HMDB0000158"	"C9H11NO3"	"[M+H]+"	"[M-H]-"	168	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	181.073893277	180.066617277	NA	FALSE	NA
8	"Uracil"	"uracil"	"HMDB0000300"	"C4H4N2O2"	"[M+H]+"	"[M-H]-"	64	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	112.027277404	111.020001404	NA	FALSE	NA
9	"N-Acetylserine"	"acetylserine"	"HMDB0002931"	"C5H9NO4"	"[M+H]+"	"[M-H]-"	82	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	147.053157837	146.045881837	NA	FALSE	NA
9	"CDP-ethanolamine"	"CDP_ethanolamine"	"HMDB0001564"	"C11H20N4O11P2"	"[M+H]+"	"[M-H]-"	219	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"0_perfect"	446.060381638	445.053105638	NA	FALSE	NA
9	"L-Cysteine"	"cysteine"	"HMDB0000574"	"C3H7NO2S"	"[M+H]+"	"[M-H]-"	170	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	121.019749207	120.012473207	NA	FALSE	NA
9	"Glucose 1-Phosphate"	"glucose_phosphate_1"	"HMDB0000645"	"C6H13O9P"	"[2M+H]+"	"[2M-H]-"	237	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	260.029719125	519.05216225	NA	FALSE	NA
9	"Guanosine"	"guanosine"	"HMDB0000133"	"C10H13N5O5"	"[M+H]+"	"[M-H]-"	163	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	283.091668615	282.084392615	NA	FALSE	NA
9	"IMP"	"IMP"	"HMDB0000175"	"C10H13N4O8P"	"[M+H]+"	"[M-H]-"	226	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	348.047100503	347.039824503	NA	FALSE	NA
9	"Proline"	"proline"	"HMDB0000162"	"C5H9NO2"	"[M+H]+"	"[M-H]-"	169	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	115.063328577	114.056052577	NA	FALSE	NA
10	"N-Acetylornithine"	"acetylornithine"	"HMDB0003357"	"C7H14N2O3"	"[M+H]+"	"[M-H]-"	170	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	174.100442384	173.093166384	NA	FALSE	NA
10	"Adenosine"	"adenosine"	"HMDB0000050"	"C10H13N5O4"	"[M+H]+"	"[M+CHO2]-"	134	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"0_perfect"	267.096753985	312.094953985	NA	FALSE	NA
10	"L-Aspartic Acid"	"aspartic"	"HMDB0000191"	"C4H7NO4"	"[M+H]+"	"[M-H]-"	181	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	133.037507767	132.030231767	NA	FALSE	NA
10	"Citric Acid"	"citric"	"HMDB0000094"	"C6H8O7"	"[M+Na]+"	"[M-H]-"	177	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	192.02700269	191.01972669	NA	FALSE	NA
10	"Cytidine"	"cytidine"	"HMDB0000089"	"C9H13N3O5"	"[M+H]+"	"[M+CHO2]-"	162	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	243.085520611	288.083720611	NA	FALSE	NA
10	"Fumaric Acid"	"fumaric"	"HMDB0000134"	"C4H4O4"	NA	"[M-H]-"	48	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	116.01095866	115.00368266	NA	FALSE	NA
10	"Glucosamine"	"glucosamine"	"HMDB0001514"	"C6H13NO5"	"[M+H]+"	"[M+CHO2]-"	181	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"1_good"	"1_good"	179.079372607	224.077572607	NA	FALSE	NA
10	"Phosphoenolpyruvic Acid"	"phosphoenolpyruvic"	"HMDB0000263"	"C3H5O6P"	"[M+H]+"	"[M-H]-"	227	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"2_medium"	167.982374955	166.975098955	NA	FALSE	NA
10	"Phosphorylethanolamine"	"phosphorylethanolamine"	"HMDB0000224"	"C2H8NO4P"	"[M+H]+"	"[2M-H]-"	198	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"1_good"	141.019094802	281.030913604	NA	FALSE	NA
10	"Ribulose 5-Phosphate"	"ribulose_phosphate"	"HMDB0000618"	"C5H11O8P"	"[M+H]+"	"[M-H]-"	225	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"1_good"	230.019154425	229.011878425	NA	FALSE	NA
10	"SAH"	"SAH"	"HMDB0000939"	"C14H20N6O5S"	"[M+H]+"	"[M-H]-"	186	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"0_perfect"	"0_perfect"	384.121588562	383.114312562	NA	FALSE	NA
10	"Salicylic acid"	"salicylic"	"HMDB0001895"	"C7H6O3"	"[M+H]+"	"[M-H]-"	34	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"2_medium"	"0_perfect"	138.0316941	137.0244181	NA	FALSE	NA
11	"ADP"	"ADP"	"HMDB0001341"	"C10H15N5O10P2"	"[M+H]+"	"[M-H]-"	256	"2020_01_matrix_effect"	"serum"	"Mar Garcia-Aloy"	2	"3_bad"	"2_medium"	427.029415835	426.022139835	NA	FALSE	NA
